##BLOCKS= 1          																															
Plate:	Plate01	1.3	PlateFormat	Spectrum	Fluorescence	TRUE	Raw	FALSE	14			495	560	5			13	12	384	475	Manual	495	Emission Sweep	475	6	Automatic			12	5	None
														8168246	7724389	7364588.5	6854336.5	6289244.5	5716208.5	5265754.5	3582457	3066293.75	1862182	457933.438	72594.656						
																															
530	23.5																														
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
														9235641	8693875	7977379	7509479	6645325	6307071.5	5145237.5	4076423.5	3007787.5	1619955.625	639861.437	12142.844						
														9090688	8527509	7811586.5	7440645.5	6832750	6293267	4523286	4421414.5	3138838.75	1887797.125	604071.125	21303.717						
														9437723	8775270	8060734.5	7487105.5	6951798.5	6329735.5	4725074.5	4231732.5	3078443.75	1781180.25	726334.125	44478.113						
														9129362	8642023	8023666.5	7406751.5	7010597.5	6113330	5594195	3993705.5	3439739.5	1830515	757473.75	55654.516						
														8899983	8331917	7796607	7377290	6719306	6093805	5536291	3725408.25	3245505.25	1928690.25	461977.875	66161.563						
																															
535	23.5																														
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
														9089090	8619903	7852404	7307608.5	6500704.5	6046636.5	4836838.5	3886761.75	2860169	1526862.25	601303.937	11464.476						
														8934356	8432709	7673165.5	7286306	6686276.5	6072090	4310746.5	4236130	3009714.75	1813939.625	571247	20009.336						
														9263603	8675307	7900235	7260917	6750351.5	6120572.5	4489541	4050877.75	2871942.5	1682670.5	686544.75	41095.48						
														8962438	8543177	8037740	7217354.5	6851373.5	5950319	5332999	3814009.75	3303795	1726379.5	732710.187	50595.758						
														8746568	8300686.5	7658636	7191622	6607272	5895374.5	5221948	3580616	3055306.75	1824255.125	428257.312	58948.676						
																															
540	23.5																														
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
														7827831	7332965.5	6735540	6186770.5	5480362.5	5139484	4162098.75	3261704.25	2367454.5	1256201.125	495149.219	10616.373						
														7716860	7240601	6475105	6206311.5	5624310	5159324.5	3614307	3545589.75	2502783.75	1499422.375	469922.562	16916.49						
														7992546	7429871	6751672	6157219	5735510.5	5159992	3789836.25	3410434.75	2379427	1390677.75	569288.75	35057.488						
														7788222.5	7292998.5	6844270.5	6100813.5	5839329	5005689	4535653.5	3188653	2729395.25	1427016.25	638115	43702.246						
														7606013.5	7060861.5	6549970.5	6152824	5572215	5028973	4476905	3004363	2543647	1516074.125	354788.563	51788.074						
																															
545	23.5																														
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
														6147586.5	5813921.5	5236717.5	4888083	4298820	3984519.25	3221766.5	2492896	1795787.125	963058.188	380058.531	9139.864						
														6077835	5716890.5	5120085	4867095	4428842.5	3968000	2818694.25	2731990.5	1912687.875	1129564.75	369301.5	14260.542						
														6290844	5878170	5246464	4822989	4548707	3966034	2955796	2616917	1839604.75	1073610.5	433486.094	29379.279						
														6079998	5830769	5333527.5	4781242	4606398	3875657.75	3509455	2479668.5	2120469	1099491.375	492837.25	36539.406						
														5961539.5	5611410	5079447.5	4832310.5	4384910.5	3895880	3454773	2362061.5	1981459.75	1170686.125	270228.187	43949.809						
																															
550	23.5																														
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
														5092056	4796325.5	4386833.5	4107352.75	3618829.25	3322252.75	2693743	2084236.75	1504905.125	811182.438	319193.531	8355.351						
														5052828	4757563.5	4261663.5	4076353	3718074.25	3271561.25	2355315.5	2257373	1612228.875	957891.375	303383.687	12577.031						
														5194460	4873391.5	4405222.5	4007582.75	3766177.75	3321208.25	2450040.5	2182453	1531329.5	891689.937	358868.5	25151.682						
														5059726	4800805.5	4457772.5	3985402.25	3858745	3204095	2903761	2069707	1762410.125	910063	407251.063	33075.523						
														4928539.5	4643722	4275163.5	4075171.5	3672250.75	3207703	2865713	1942284.75	1632036.25	975638.75	230212.797	38778.094						
																															
555	23.5																														
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
														4450311.5	4203452.5	3757007.75	3561922	3104022.75	2917364.75	2335413.5	1810969.125	1304486.875	699261.063	273695.062	7665.437						
														4405477	4152343.75	3671349.5	3536198.75	3238846.25	2881006.25	2026460.125	1963900.25	1400772.125	827441.312	264515.969	12412.225						
														4565469	4243095.5	3823775	3458365.25	3273355	2895148.75	2157101	1886313.625	1330138.25	772976.312	314188	23152.045						
														4440656	4205283	3835650.5	3461918.75	3333707.75	2831201.75	2537142.5	1783324.75	1522698.875	787014.625	347663.563	27790.971						
														4305995.5	4052750	3671234.75	3523604.75	3195651.5	2808466.5	2468619.25	1699386.5	1414637.75	845846.188	197220.391	34238.305						
																															
560	23.4																														
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
														3819180.5	3585450.5	3263331.75	3068661.5	2694507.5	2488285.25	2016349.625	1557947.5	1127763.75	598992.938	240309.719	7025.991						
														3796906.75	3521394.25	3210175.5	3081611.5	2764241.5	2481909.75	1738647.875	1696523.625	1193251.875	720293.813	225425.031	10044.802						
														3939162.5	3640367.5	3310589	3007400	2823593.25	2513332.25	1842907.375	1635976.5	1142467.625	664756.938	268656.719	20212.852						
														3791688.25	3609102	3323466	2975615.25	2866307.75	2427354	2175261.25	1531494.375	1304446.75	682404.125	290664.031	24718.037						
														3697197.25	3441670.25	3203209.5	3036056.75	2728198.75	2424024.25	2125042.75	1446308.5	1224051.5	721335.625	170322.984	29755.078						
																															
Wavelength(nm)		1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24						
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
														 	 	 	 	 	 	 	 	 	 	 	505						
														 	 	 	 	 	 	 	 	 	 	 	540						
														 	 	 	 	 	 	 	 	 	 	 	 						
														 	 	 	 	 	 	 	 	 	 	 	 						
														 	 	 	 	 	 	 	 	 	 	 	 						
~End																															
Instrument type: Instrument serial number:																															
